"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sub-Saharan Africa","SSF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1947290","2117220","2266190","2400944","2684406","2758988","2933862","3323056","3827173","3803537","3303537","3354357","3708588","3859472","3855060","3642675","3362803","3330484","3307844","3206750","3049996","3108971","3090705","3280259","3200728","3247264","3473920","4270671","4223841.31","3872651.03","3991783.24","3693961.85","4559150.31","4470726.36","4206457.08","4465130.74","4444709.15","4625457.83","4803338.37","4968336.95","5199488.91","5297800.56","5347826.83","5614839.25","5811742.65","5767348.54","5529214.19","5672501.71","5756820.49","5751999.95","6141238.48","6366095.12","6817961.46","6734228.72","7118367.31","7264388.65","7415979.01","7957952","7891268.13","7942895.03","7782570.79","",
"Small states","SST","Total fisheries production (metric tons)","ER.FSH.PROD.MT","700327","812202","929320","879291","1074832","1312760","1369786","1029358","739615","831878","890617","839011","891831","1086454","1129479","1178872","1200957","1602868","1804334","1896148","1762557","1705229.79","1046893.04","1125320.51","1832746.81","1992456.82","2001495.08","2009451.75","2539425.73","2267480.7","2502127.35","2014783.79","2776157.36","3083664.64","2802371.32","2811924.98","3201378.05","3432851.08","3062842.89","3182607.62","3361795.34","3344543.76","3740694.55","3577309.02","3493634.16","3434087.84","3073710.1","3124246.79","2939887.58","2769770.19","2819994.79","2813221.86","3025342.75","2854304.45","2744103.96","3157334.46","2904668.58","3082784.96","3261941.27","3173614.1","2955472.29","",
"Sao Tome and Principe","STP","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4510","7300","5350","5550","5910","6610","6580","6510","7600","9900","11750","10400","12120","11610","10501","12262","5993","6897","4474","4535","4046","4620","3796","4520","5095","4909","4540","6626","4602","7786","7670","8186","11272","9580","14766","14301","16178","16618","21683","24447","24583","28979","31127","35854","33160","29862","32101","31019.3","24206.4","26184.16","35156.1","35586","36004.2","35594.7","33541.82","39585.17","43165.1","48690.75","39371.4","31457.5","29809","",
"Slovak Republic","SVK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2773","3488","3567","2368","2618","2009","2268","2255","2530","2575","2527","2783","2648","2981","3193","2726","2595.9","2310.4","2769.5","3255.56","3092.2","3174.66","3279.63","4034.65","4516.26","4161.41","4540.54","4032","",
"Slovenia","SVN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4773","3002","3133","2956","3236","3284","3137","3233","3037","3089","2975","2635","2594","2573","2502.17","2464.45","2196.71","2341.86","1719.4","2287.21","1639.49","1625.92","1806.8","1960.59","2169.22","2030.17","2207.24","2425.26","1984.62","",
"Sweden","SWE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","250052","268924","294728","342638","377947","370618","320568","341765","319079","269902","286042","229693","218349","220471","205540","207282","205299","182864","185577","198202","233516","257325","255840","261717","274618","239718","215309","214412","250963","257697","260106","245001","314664","347801","394224","412127","379142","364066","416363","357260","343368","318590","300582","293209","275919","262239","276800","243618","238931","211955","222679","194762","165366","202317","194473","223983","221212","243519","234757","195916.3","191733.1","",
"Eswatini","SWZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","50","50","50","50","50","50","50","50","50","53","44","60","70","70","80","80","90","90","100","100","110","110","110","105","100","110","120","138","143","116","131","111","119","122","60","60","60","60","60","60","60","133","269","160","160","160","165","165","165","165","165","165","160","",
"Sint Maarten (Dutch part)","SXM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1800","2000","2000","2000","2000","2000","2500","2500","2500","2500","3000","3000","3000","3000","3500","3950","4010","4600","5400","4957","4676","5221","4045","3938","3734","4118","4542","3900","4343","4419","5452","8162","6713","5278","4633","4203","4985","14627","24535","34450","33203","53873","63617","87104","101846","109452","93443","65882","69488","81114","87111","75481","68687.04","74012.67","75399.49","105353.34","127546.43","142651.22","146623.53","142167.31","132415.9","",
"Syrian Arab Republic","SYR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1500","1600","1600","1600","1600","1700","1700","1700","1801","1804","1700","2100","1600","1345","1650","2001","3307","3617","3755","3826","3971","3838","4063","4411.55","5415.4","5890.11","5305.93","5381.66","5533","5095","5775","7721","9654","9189","10041","11639","12128","11727","14330","14017","13369","14171","15166","16128","17220","16980","17166","17882","15590","15304","15247","13400","11500","8800","7099","6322","6679","6415","6299","6330","6145","",
"Turks and Caicos Islands","TCA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","830","830","1360","1460","1460","1460","1460","1560","1560","1560","1230","1230","1430","1430","1759","3299","4064","2464","3609","4662","3598","2628","2734","3967","3547","4608","5266","2942","3735","3878","2773","3300","3081","4632","4346","5482","5447","4100","5082","5811.1","6400.6","5807.5","5154.7","5706","5510","6050","4864","6136","6804","5446.9","3801.5","3327.5","1960.5","2013.5","2361.5","2917.5","3145.5","1324.5","2090.5","1243","1297","",
"Chad","TCD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","40000","45000","45000","45000","50000","55000","60000","60000","65000","65000","70000","70000","70000","70000","75000","75000","75000","80000","75000","70000","60000","55000","30000","40000","50000","55000","60000","70000","58000","64400","70000","60000","80000","87300","80000","90000","100000","85000","51300","59600","83200","75000","70000","71000","74000","77000","79000","82000","85030","88030","91030","95030","100030","120060","120080","100154","110094","107150","107105","107105","107105","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","5728366","5990704","6294006","6608044","7035934","7474795","7969747","8237325","8803919","9196235","9284088","10140807","10964920","11122314","11372996","11743316","12070587","13613008","13792786","13339674","13698524","14104359","14994065","16329441.99","17154726.14","18477660.1","20280040.59","22245274.69","23823687.65","25435050.58","26685695.33","29235731.94","33390478.58","38061947.53","43358992.1","48619829.16","52665169.35","53607630.92","56633458.75","59724097.49","61995559.32","63682737.64","66665952.96","69835504.58","74018413.03","77246723.83","80583311.74","83725235.75","86273968.19","89753876.22","93693524.74","97285456.16","102775455.79","109738982.73","114399940.83","118324139.61","121179730.59","123712429.98","125201027.33","126964838.63","127565433.22","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","321171","316902","286516","403757","436791","494801","520086","624752","648700","714897","808712","859450","923011","937990","1065078","1226780","1207424","1126222","1071950","1224377","1376437","1402870","1475269","1673685","1645559.09","1608338.12","1620516.13","1689275.4","11434369.8","11012864.7","10020251.7","8908053","7430762.28","6059928.27","5381230.01","6130010.35","6265048.7","6157744.29","5991149.58","5739591.09","5516767.24","5056877.32","4670222.1","4631274.74","4352048.03","4537255.09","4682258.28","5038917.83","4876107.8","5361516.81","5590270.79","5800653.83","5805689.47","5911196.59","5692939.24","6028362.49","6279610.46","6565945.61","6888203.94","7085678.55","7161250.7","",
"Togo","TGO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3500","4000","4300","4500","5000","6000","7300","7500","10000","10000","9111","10921","10942","11333","11150","14420","12820","10847","15363","8096","9134","10325","14530","14878","14715","15574","14838","15189","15469","16458","15800","12524","10899","17114","13202","12221","15119","14310","16702","22944","22297","23183","20976","27515","28048","27756","24880","19955","22872","27132","27635","24142","19340","20038","19874","21555","31989","27047","24910","26526","18764","",
"Thailand","THA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","231420","316340","351160","430905","590050","629865","722092","861366","1102121","1285154","1437837","1587432","1679152","1679559","1516024","1548924","1661315","2191381","2101681","1954258","1799988","1990460","2121455","2261922","2140261","2233375","2541990","2785311","2652089","2704781","2789953","2972104","3246490","3385003","3524996","3590578","3570116","3442715","3524933","3646070","3735279","3648095","3797036","3914076","4099653","4118527","4053100","3675407","3204293","3287370","3096742","3037130.58","2992220.73","2822662.96","2568189.73","2422046.68","2494167.31","2388032.51","2458069.13","2505730.54","2617846.57","",
"Tajikistan","TJK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3536","3547","3887","3945","2023","2715","1107","384","203","191","216","224","253","236","324","325","210","193","241","251","406","790.1","1207.2","1380","938.41","1680.1","1672.12","1663.18","1531.54","1572.5","1706.41","2452.33","2724.36","",
"Turkmenistan","TKM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46825","52974","44895","43040","33727","18243","17265","11409","9321","8784","7573","9131","12296","12792","12850","14567","15008","15026","15026","15026","15026","15026","15026","15026","15026","15030","15050","15050","15075","15080","15120","15140","14755","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4628345","6504690","8499620","8585759","11314824","9320962","11435136","12570897","13367002","11701691","15329654","13760386","7384977","5201447","7354968","6567078","8098760","6655870","8794667","9989698","9467457","10293840","11374863","9222396.9","12047536.9","13785134.52","15891141.28","13951557.98","16392183.72","17903339.9","16198383.91","17254802.89","18161746.55","19519098.08","24552748.27","21964672.38","22302376.46","19896876.36","13137493.23","18972041.53","20748725.4","18182210.5","19397239.88","16029664.05","21109711.93","20464116.06","18326524.54","18153643.23","18502071.44","17854060.06","14063323.36","18794122.49","14919250.81","15271812.05","13825075.6","14311679.55","13075886.59","14418695.96","17743191.31","15677295.61","16383381.09","",
"Timor-Leste","TLS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3401","3621","3561","3720","3850","4015","3672","3323","3313","3695","3697","4754","3561","3668","4374","4080","3837","3895","4914.78","6174.78","9360","9135","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","355378","377196","388568","395210","450171","438325","532065","470574","438805","451418","477023","456541","500180","647139","620233","570463","652057","642247","663772.9","733672.8","788076.1","823275.08","859521.64","958297.24","1000339.88","1089847.99","1259917.55","1258550.05","1412698.65","1400398.32","1467270.06","1529456.55","1559588.81","1665617.32","1843723.47","2014605.68","1821640.21","2034808.51","2059551.7","2217615.48","2481221.93","2770205.99","2680435.97","2794444.72","2845313.57","3034655.61","3061273.94","3022695.82","3133536.79","3397953.84","3581370.78","3537505.21","3963694.48","4184346.56","4358882.49","4376589.44","4753551.59","4856717.53","5107682.31","5278734.07","5138681.53","",
"Tonga","TON","Total fisheries production (metric tons)","ER.FSH.PROD.MT","400","400","400","400","400","500","500","500","500","500","400","500","500","600","726","901","1019","1197","1210","2000","1994","2093","2134","2237","2385","2561","2814","2790","2731","2699","1644","1935","2237","2375","2499","2727","2955","2924","4172","4698","4308","5017","5327","4826","3385","2647","2887","2732.5","2595.61","2255.2","2376.3","2430.64","2623.16","2028.04","2008.31","1860.41","1696.03","1470","1324.39","1302.21","1201.39","",
"South Asia (IDA & IBRD)","TSA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1695490.01","1554164","1631718","1713767","2076353","2131770","2215018.01","2252861","2448897","2540262","2733975","2862506","2783849","3130242","3380333","3223696","3164763","3371981.99","3400260.01","3450909.01","3542270","3597420","3565578","3787351.5","4165191.1","4201561.6","4413220.89","4415094","4685448","5229492","5389694","5766573","6018614.09","6421280.89","6703401.67","6910486.91","7315297.31","7689705.84","7709532.86","8244348.7","8275842.6","8622974","8777070","9006660.2","9282703.4","9710004.96","10348188","10390473","11535767","11772043.68","12587830.14","12228272.91","13514260.8","13756224.24","14659235.42","15132956.5","16048013.03","17184379.23","18134126.38","19054503.95","19859845.72","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1947290","2117220","2266190","2400944","2684406","2758988","2933862","3323056","3827173","3803537","3303537","3354357","3708588","3859472","3855060","3642675","3362803","3330484","3307844","3206750","3049996","3108971","3090705","3280259","3200728","3247264","3473920","4270671","4223841.31","3872651.03","3991783.24","3693961.85","4559150.31","4470726.36","4206457.08","4465130.74","4444709.15","4625457.83","4803338.37","4968336.95","5199488.91","5297800.56","5347826.83","5614839.25","5811742.65","5767348.54","5529214.19","5672501.71","5756820.49","5751999.95","6141238.48","6366095.12","6817961.46","6734228.72","7118367.31","7264388.65","7415979.01","7957952","7891268.13","7942895.03","7782570.79","",
"Trinidad and Tobago","TTO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2400","2400","2400","2400","2400","3000","3000","3200","3400","3400","3600","4100","3700","4000","3725","4417","4417","4303","4823","3840","4461","3804","4574","4541","3764","5560","4347","7714","9211","11468","12364","11504","13003","9002","14050","11515","9450","11296","14859","14707","14259","16605","18775","14599","14738.5","17021.5","13148.5","13482.3","13845.69","13890.36","13943.5","13119.75","11753.55","13224.55","13295.45","12164.8","13127.06","12949.58","13191.78","12995.71","12916.85","",
"Tunisia","TUN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","16650","21800","20804","26060","21676","23201","26193","28207","28484","30127","22660","25870","28289","30674","42347","45273","50033","55738","56424.8","59749.1","61123.5","58067.5","63806","68111.3","75855.16","89825.51","91402.84","97716.5","100176.16","93937.5","85236.52","86513.55","87347","83417.25","86946.81","84215.71","84885.01","88265.31","89939.6","93490.23","96223.83","99394.09","98707.57","92348.12","112679.67","111756.31","114249.54","107483.19","99945.75","99256.81","98625.8","110606.6","116423.9","121538.7","122633.8","130326.4","128013.96","128614.89","125430.17","128565.75","126739.33","",
"Turkiye","TUR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","87860","81280","60200","130420","121150","134580","117056","188163","133578","169580","174241","160880","175487","146974","129418","122494","153520","165435","245221","350902","428225","471720","505206","559267","569168.09","580782.12","582930.93","627998","674004.5","454841.3","384986.1","364784","456459","557973","603574","652585","553630.5","504605","543901","636827","582383","594980","627847","587715","644932","546063","662381","773193","647014","623556","653646","703680.15","645257.64","608004.96","537361.97","672252.78","588740.27","630972.5","628779.51","836550.96","785821.88","",
"Tuvalu","TUV","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","100","150","180","429","784","840","313","660","933","1409","519","518","526","499","1460","561","399","400","500","500","500","500","500","600","1505","2451","2561","3161","3771","4380","5230.5","11468.5","11852.5","17621.5","12925.5","7381.5","6149.5","7686.5","7478.5","12826.3","8362.45","11296.5","",
"Tanzania","TZA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","70800","73100","73300","79000","103000","104700","104200","131000","155600","154200","191220","183601","158026","164192","174826","212076","233744","272541","213484","182832","231192","233897","230886","242774","280909","304787","314000","346498","397565.31","382058.03","426473.2","355749.75","356363.31","353930.36","317761.08","403725","376456.2","398623.17","396404.89","353120.01","396306","445688.74","463858","472190.75","462605.68","475684","440814","539141","463942","468751.95","509576.5","515359.26","570094.82","531165.95","517813.13","592210.61","528212.47","552838.47","535902.76","622212.3","616287.51","",
"Uganda","UGA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","62600","61200","64500","69600","70500","76300","83300","99600","108400","125300","129000","137000","166000","169500","167500","188000","152400","219220","223830","179930","165840","166590","170035","172000","212331","160833","197635","200038","214325","212247","245275","214633","264977","219901","213308","208983","195298","218386","220948","226572","220176","223086","226813","247310","377328","427575","399491","482610","455750","488654.1","508805","523127.7","503544","517312","572219","513795","507295.2","501972.6","543091","706166.7","690158.2","",
"Ukraine","UKR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1065154","993193","954497","762061","524124","365945","320991","426256","441151","399167","490859","442697","422836","342015","296615.76","283243.1","248622.21","296861","238409","243365","258416","244800.5","232812.9","203537.2","178111.9","226842.52","167516.86","142727.36","97283.24","113649.55","95101.75","100333.7","87212.75","",
"Upper middle income","UMC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","8749457","10777346","12758262","13067103","15716433","14529246","16223107","18340012","19605170","18362725","21350705","20103693","15009897","13116711","15273417","14860734","15952131","15614726","17287679","17173468","16548708","16989597","18435512","16799796.8","19720390.47","22148354.54","25264644.41","26348214.15","38295907.9","38981643.99","38630179.38","40009504.66","43626771.41","48577992.19","55580294.16","58415864.97","63465815.41","62509682.66","60961038.44","67395474.55","71078889.4","69156430.7","71856148.68","71218867.45","77202528.29","78992995.91","79215809.68","81132872.75","82703564.01","84568883.68","83949417.82","89537256.54","89563264.42","93256321.78","93999089.21","97651854.3","99408801.64","101593337.58","106283197.99","105776364.75","108043054.79","",
"Uruguay","URY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","10900","10500","7700","8100","12200","15800","12500","10900","11000","12700","13200","14400","20600","17500","16000","26333","33804","48374","74299","108170","120399","146919","118988","143416","132969","138413","140753","137805","107347","121716","90832","143714","125758","118820","120742","126466","123351","136973","140726","106615","113411","104999","108119","117293","123011","125867.05","134024","108753.2","108833","80926.41","74237.97","89346.95","76253.23","59413.86","65295.72","59743.93","51621.39","65368.62","69827.1","68122.75","62982.87","",
"United States","USA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2819044","2954551","3007924","2777749","2643835","2782558","2556493","2439025","2542058","2555898","2962979","3050820","2946225","2978682","3053006","3065741","3272174","3211927","3636483","3722375","3871666","3931248.08","4214408.04","4421466.11","5048228.24","5043440.52","5253141","6077501","6028322.96","5860605.33","5936132.44","5607652.16","5688778.38","6025070.74","6043959.56","5622646","5462704","5594191","5290998","5441932","5245362","5486918","5497389","5532897","5599950","5476042","5407735","5326417","4875380","4710695","4893643","5531951","5501352","5488999","5364657","5417772.5","5293143.5","5473276","5268887.39","5314710.71","4701770.61","",
"Uzbekistan","UZB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26221","25526","26763","27439","26479","23401","17654","13808","7206","10565","9765","8964","8958","7388","6424","5218","4993","6700","7200","7100","7900","9262","10732","17235.3","25884.9","37505.2","46391.8","59852.4","65321.7","83900","90984","121717","144103.02","",
"St. Vincent and the Grenadines","VCT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","400","400","400","500","500","500","500","500","400","500","600","300","300","200","283","549","379","581","698","547","500","500","500","480","480","483","599","703","4647","5820","9022","8167","2171","2240","3922","1033","989","6145","34108","17804","22799","31944","46076","37767","78315","44104","51584","63309","55898","59587","66367","76576","10156.27","39500.41","81333.94","26134.39","22868.51","32985.38","2328.89","1981.22","2137.24","",
"Venezuela, RB","VEN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","84700","84920","94916","97307","110611","119408","116929","107528","126105","134115","126740","139076","152265","162686","145476","154797","150777","154762","182930","168389","188205","181446","211234","230895","260239","265578","285129","299368","285342","328161","336449","340386","333292","398853","442520","506739","503684","479269","514093","411273","373144","484750","527759","519545","597599","422358","339752.5","367909.3","314328.6","331327","237078.33","225383.44","239363.84","240585.96","240223.9","259530.72","309740.65","304295.36","303196.88","314826.95","312032.74","",
"British Virgin Islands","VGB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","300","400","400","400","400","400","400","300","300","300","300","300","300","300","306","318","330","340","350","360","370","380","390","407","470","520","543","565","582","615","624","634","453","343","470","532","506","105","116","115","43","837","1062","2771","1262","1295","1308","1251","1202","1201","1201","1200","1196","1203","1205","1200.5","1192.5","1193","1193","1193","1123","",
"Virgin Islands (U.S.)","VIR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","500","500","500","500","500","600","600","600","600","600","600","500","500","500","503","500","602","557","547","688","618","891","615","703","618","939","901","694","805","702","904","940","1000","1070","1170","1240","1310","1480","1549","1673","1738","1796","1867","1970","1634","2223","1468","1324","1403","1091.26","820.75","629.22","500.6","511.24","469.51","596.54","556.91","298","340.72","338","",
"Vietnam","VNM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","473160","474120","544980","629940","648510","676590","682170","712460","711850","765750","618000","688300","778500","814300","572800","546800","610800","588800","584000","601000","559660","597866","662208","758138","777308","809510","830322","869000","885033","954939","941227","999174","1041006","1120204","1369993","1474008","1531932","1608703","1647874","1897168","2143129","2327856","2520639","2808507","3153651","3440200","3699327","4174900","4532150","4749480","4951028","5260518","5628174","5844683","6098696","6336087.61","6659473.03","7146124.53","7509001.5","7941250.31","8036572.15","",
"Vanuatu","VUT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1400","1400","1400","1500","1500","1800","1800","1800","1800","1800","2100","2200","2300","2400","2510","2610","2710","2816","2825","2819","2937","2715","2715","2542","2956","8196","16888","20078","25886","27200","41975","44367","45019","40755","47357","57904","47696","70357","75019","91433","70589","36176","44968","113867","212787.63","229554","222675","213728.2","172635","150581.05","101349","59372.5","67534.9","70216.2","71558.9","81829.54","46114.81","27954.05","38537.2","51752.64","51562.55","",
"World","WLD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","33643331.01","37182984","40275970","41142913.1","45389572.1","46009841.4","49925178.81","53056488","56211541","54416590","59753283","60291854","55846222","55691269","58966457","57888112","61362411","61836130.49","64490383.01","65104897.51","65756818","68292377.03","70191470.74","71050389.87","77210840.88","80037212.11","86110370.01","88008160.95","104038900.47","105671065.22","102292611.56","102980892.84","107970108.63","112744537.86","121737017.6","125262953.02","129666730.22","129558114.13","124016321.01","133186012.17","137014768.17","136764188.53","140159699.34","140239538.47","149082153.24","151978311.07","153467653.36","157190872.16","160189187.21","163209552.74","165360593.81","173408960.56","176949417.47","184936602.93","190196670.96","195650213.82","197658917.61","205313045.85","211761393.87","211806377.81","212766143.77","",
"Samoa","WSM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","600","600","600","600","600","700","700","700","700","900","900","900","900","900","1000","1100","1250","1090","1890","1990","3095","4020","3820","3720","3641","3186","3076","2500","2530","1505","1595","2436","1986","2591","4094","4410","7868","9364","8562","8595","8613","10881","9703","9934","9836","12435","14094","13902","13284","12845","11457","11965.49","11256.73","7558.56","8714.67","8818","10863.12","9754.52","11226.12","9966.38","",
"Kosovo","XKX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","22300","22000","22000","22000","25000","25000","25000","27000","27000","27000","27400","26400","31600","43200","51244","50829","65022","66096","67047","69600","78444","71164","55449","57906","64273","73855","73018","72916","73943","71881","77310","85998","79893","82356","81885","107970","104955","115654","127620","124384","114750","142198","179584","228116","256300","238780","229960","180216","132212","179753","164011","154210.99","227214.98","228782.99","214201.98","177408","152130.99","131289.99","131307.99","131305.73","131306.52","",
"South Africa","ZAF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","879000","1036600","1088300","1195114","1253206","1351309","1369292","1701900","2132600","1887100","1277950","1214550","1188004","1423825","1477296","1413953","1210309","1020512","1039483","1011209","866050","879406","838126","948732","758281","799023","843614","1447221","1324334","889864","549197","512178","705926","574396","532331","585979","453193","530260","579466","609605","667086","785547","797769","847226","917685","831004","635071","696526","661336","528334","645803.6","550307.28","725173.95","437478.74","616468.99","579065.4","630184.29","536263.99","578377.69","458339.69","612456.03","",
"Zambia","ZMB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","19500","20400","22200","40100","42300","40100","40100","38500","41300","44000","52100","46800","49900","50400","46929","57464","54267","53737","47577","49526","51015","39598","55881","54377","65895","68363","56924","64984","61977","68106","66328","68945","71564","70423","74587","74627","71102","70641","74097","71507","70911","67520","67630","70833","72850","70873","65447","79418","85044","93221","86686","79894","100626","108058","106507","112818","113575","122603.1","128103","135943","152506","",
"Zimbabwe","ZWE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1300","1300","1300","1300","1900","2000","2000","2000","2000","2000","2000","2500","3002","3012","3109","3685","4550","4771","7772","9874","13288","16432","17515","13613","16415","17400","18952","19184","22222","24055","25764","22159","21733","21360","20349","16613","16557","18326","16541","13613","15265","14585","13763","13250","13505","12922","13000","13050","13152","13202","13982","19582","20741","27077","31598","34490.87","34935.99","34593.47","32302.48","29225.37","34163.11","",
